V1,V2,V3,V4,V5,V6,state,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
1200.0,5000.0,0,0.0,0,False,0,1,2,,,0.57,0.43,,
1254.0,4551.0,1,0.92,1,False,1,,,,,,,,
1136.0,5028.0,1,1.0,1,False,2,3,4,,,0.13,0.87,,
1188.0,4577.0,1,0.92,2,False,3,5,6,,,0.35,0.65,,
1241.0,4166.0,1,0.92,3,False,5,,,,,,,,
1125.0,4602.0,1,1.0,3,False,6,7,8,,,0.08,0.92,,
1176.0,4189.0,1,0.92,4,False,7,9,10,,,0.52,0.48,,
1229.0,3813.0,1,0.92,5,False,9,11,12,,,0.67,0.33,,
1283.0,3471.0,1,0.92,6,False,11,,,,,,,,
1162.0,3834.0,1,1.0,6,False,12,13,,,,1.0,,,
1214.0,3490.0,1,0.92,7,False,13,14,,,,1.0,,,
1267.0,3177.0,1,0.92,8,False,14,,,,,,,,
1113.0,4212.0,1,1.0,5,False,10,15,16,,,0.59,0.41,,
1164.0,3834.0,1,0.92,6,False,15,17,,,,1.0,,,
1216.0,3490.0,1,0.92,7,False,17,18,19,,,0.4,0.6,,
1269.0,3177.0,1,0.92,8,False,18,,,,,,,,
1150.0,3509.0,1,1.0,8,False,19,20,,,,1.0,,,
1201.0,3194.0,1,0.92,9,False,20,21,,,,1.0,,,
1254.0,2907.0,1,0.92,10,False,21,,,,,,,,
1054.0,4235.0,1,1.0,6,False,16,22,23,,,0.56,0.44,,
1103.0,3855.0,1,0.92,7,False,22,24,25,,,0.12,0.88,,
1153.0,3509.0,1,0.92,8,False,24,26,,,,1.0,,,
1204.0,3194.0,1,0.92,9,False,26,27,28,,,0.63,0.37,,
1257.0,2907.0,1,0.92,10,False,27,,,,,,,,
1138.0,3212.0,1,1.0,10,False,28,29,30,,,0.49,0.51,,
1189.0,2924.0,1,0.92,11,False,29,31,,,,1.0,,,
1241.0,2662.0,1,0.92,12,False,31,,,,,,,,
1077.0,3230.0,1,1.0,11,False,30,32,,,,1.0,,,
1126.0,2940.0,1,0.92,12,False,32,33,34,,,0.62,0.38,,
1176.0,2676.0,1,0.92,13,False,33,35,36,,,0.19,0.81,,
1227.0,2436.0,1,0.92,14,False,35,37,,,,1.0,,,
1280.0,2217.0,1,0.92,15,False,37,,,,,,,,
1112.0,2691.0,1,1.0,14,False,36,38,39,,,0.63,0.37,,
1162.0,2449.0,1,0.92,15,False,38,40,,,,1.0,,,
1213.0,2229.0,1,0.92,16,True,40,,,,,,,,
1052.0,2706.0,1,1.0,15,False,39,41,,,,1.0,,,
1100.0,2463.0,1,0.92,16,True,41,,,,,,,,
1066.0,2956.0,1,1.0,13,False,34,42,,,,1.0,,,
1114.0,2691.0,1,0.92,14,False,42,43,44,,,0.78,0.22,,
1164.0,2449.0,1,0.92,15,False,43,45,46,,,0.33,0.67,,
1215.0,2229.0,1,0.92,16,True,45,,,,,,,,
1101.0,2463.0,1,1.0,16,True,46,,,,,,,,
1054.0,2706.0,1,1.0,15,False,44,47,,,,1.0,,,
1102.0,2463.0,1,0.92,16,True,47,,,,,,,,
1045.0,3876.0,1,1.0,8,False,25,48,,,,1.0,,,
1093.0,3528.0,1,0.92,9,False,48,49,,,,1.0,,,
1143.0,3211.0,1,0.92,10,False,49,50,,,,1.0,,,
1194.0,2923.0,1,0.92,11,False,50,51,,,,1.0,,,
1246.0,2661.0,1,0.92,12,False,51,,,,,,,,
999.0,4258.0,1,1.0,7,False,23,52,53,,,0.39,0.61,,
1046.0,3876.0,1,0.92,8,False,52,54,,,,1.0,,,
1094.0,3528.0,1,0.92,9,False,54,55,,,,1.0,,,
1144.0,3211.0,1,0.92,10,False,55,56,57,,,0.65,0.35,,
1195.0,2923.0,1,0.92,11,False,56,58,59,,,0.53,0.47,,
1247.0,2661.0,1,0.92,12,False,58,,,,,,,,
1130.0,2939.0,1,1.0,12,False,59,60,61,,,0.49,0.51,,
1180.0,2675.0,1,0.92,13,False,60,62,,,,1.0,,,
1232.0,2435.0,1,0.92,14,False,62,63,64,,,0.52,0.48,,
1285.0,2216.0,1,0.92,15,False,63,,,,,,,,
1164.0,2448.0,1,1.0,15,False,64,65,66,,,0.45,0.55,,
1215.0,2228.0,1,0.92,16,True,65,,,,,,,,
1101.0,2462.0,1,1.0,16,True,66,,,,,,,,
1069.0,2955.0,1,1.0,13,False,61,67,68,,,0.74,0.26,,
1117.0,2690.0,1,0.92,14,False,67,69,70,,,0.45,0.55,,
1167.0,2449.0,1,0.92,15,False,69,71,,,,1.0,,,
1218.0,2229.0,1,0.92,16,True,71,,,,,,,,
1057.0,2705.0,1,1.0,15,False,70,72,,,,1.0,,,
1105.0,2462.0,1,0.92,16,True,72,,,,,,,,
1012.0,2971.0,1,1.0,14,False,68,73,,,,1.0,,,
1059.0,2704.0,1,0.92,15,False,73,74,75,,,0.6,0.4,,
1107.0,2461.0,1,0.92,16,True,74,,,,,,,,
1003.0,2719.0,1,1.0,16,True,75,,,,,,,,
1083.0,3229.0,1,1.0,11,False,57,76,,,,1.0,,,
1132.0,2939.0,1,0.92,12,False,76,77,78,,,0.34,0.66,,
1182.0,2675.0,1,0.92,13,False,77,79,80,,,0.77,0.23,,
1234.0,2435.0,1,0.92,14,False,79,81,82,,,0.87,0.13,,
1287.0,2216.0,1,0.91,15,False,81,,,,,,,,
1166.0,2448.0,1,1.0,15,False,82,83,84,,,0.73,0.27,,
1217.0,2228.0,1,0.92,16,True,83,,,,,,,,
1102.0,2462.0,1,1.0,16,True,84,,,,,,,,
1118.0,2690.0,1,1.0,14,False,80,85,,,,1.0,,,
1168.0,2449.0,1,0.92,15,False,85,86,87,,,0.44,0.56,,
1219.0,2229.0,1,0.92,16,True,86,,,,,,,,
1104.0,2463.0,1,1.0,16,True,87,,,,,,,,
1071.0,2955.0,1,1.0,13,False,78,88,89,,,0.34,0.66,,
1119.0,2690.0,1,0.92,14,False,88,90,,,,1.0,,,
1169.0,2449.0,1,0.92,15,False,90,91,92,,,0.93,0.07,,
1220.0,2229.0,1,0.92,16,True,91,,,,,,,,
1105.0,2463.0,1,1.0,16,True,92,,,,,,,,
1014.0,2971.0,1,1.0,14,False,89,93,94,,,0.39,0.61,,
1061.0,2704.0,1,0.92,15,False,93,95,,,,1.0,,,
1109.0,2461.0,1,0.92,16,True,95,,,,,,,,
961.0,2987.0,1,1.0,15,False,94,96,97,,,0.19,0.81,,
1006.0,2719.0,1,0.92,16,True,96,,,,,,,,
911.0,3004.0,1,1.0,16,True,97,,,,,,,,
947.0,4282.0,1,1.0,8,False,53,98,,,,1.0,,,
992.0,3898.0,1,0.92,9,False,98,99,,,,1.0,,,
1038.0,3548.0,1,0.92,10,False,99,100,101,,,0.45,0.55,,
1086.0,3229.0,1,0.92,11,False,100,102,103,,,0.76,0.24,,
1135.0,2939.0,1,0.92,12,False,102,104,,,,1.0,,,
1185.0,2675.0,1,0.92,13,False,104,105,106,,,0.41,0.59,,
1237.0,2435.0,1,0.92,14,False,105,,,,,,,,
1120.0,2690.0,1,1.0,14,False,106,107,,,,1.0,,,
1170.0,2449.0,1,0.92,15,False,107,108,109,,,0.52,0.48,,
1221.0,2229.0,1,0.92,16,True,108,,,,,,,,
1106.0,2463.0,1,1.0,16,True,109,,,,,,,,
1028.0,3247.0,1,1.0,12,False,103,110,111,,,0.65,0.35,,
1075.0,2956.0,1,0.92,13,False,110,112,,,,1.0,,,
1124.0,2691.0,1,0.92,14,False,112,113,,,,1.0,,,
1174.0,2449.0,1,0.92,15,False,113,114,115,,,0.71,0.29,,
1225.0,2229.0,1,0.92,16,True,114,,,,,,,,
1110.0,2463.0,1,1.0,16,True,115,,,,,,,,
974.0,3265.0,1,1.0,13,False,111,116,,,,1.0,,,
1019.0,2972.0,1,0.92,14,False,116,117,118,,,0.5,0.5,,
1066.0,2705.0,1,0.92,15,False,117,119,,,,1.0,,,
1114.0,2462.0,1,0.92,16,True,119,,,,,,,,
966.0,2988.0,1,1.0,15,False,118,120,121,,,0.43,0.57,,
1011.0,2720.0,1,0.92,16,True,120,,,,,,,,
916.0,3005.0,1,1.0,16,True,121,,,,,,,,
984.0,3568.0,1,1.0,11,False,101,122,,,,1.0,,,
1030.0,3248.0,1,0.92,12,False,122,123,,,,1.0,,,
1077.0,2956.0,1,0.92,13,False,123,124,,,,1.0,,,
1126.0,2691.0,1,0.92,14,False,124,125,,,,1.0,,,
1176.0,2449.0,1,0.92,15,False,125,126,,,,1.0,,,
1227.0,2229.0,1,0.92,16,True,126,,,,,,,,
1066.0,4627.0,1,1.0,4,False,8,127,128,,,0.67,0.33,,
1115.0,4212.0,1,0.92,5,False,127,129,,,,1.0,,,
1166.0,3834.0,1,0.92,6,False,129,130,131,,,0.51,0.49,,
1218.0,3490.0,1,0.92,7,False,130,132,,,,1.0,,,
1271.0,3177.0,1,0.92,8,False,132,,,,,,,,
1103.0,3855.0,1,1.0,7,False,131,24,,,,1.0,,,
1153.0,3509.0,1,0.92,8,False,24,26,,,,1.0,,,
