V1,V2,V3,V4,V5,V6,state,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
1000.0,5000.0,0,0.0,0,False,0,1,2,,,0.27,0.73,,
1047.0,4551.0,1,0.92,1,False,1,3,4,,,0.89,0.11,,
1096.0,4142.0,1,0.92,2,False,3,5,6,,,0.58,0.42,,
1146.0,3770.0,1,0.92,3,False,5,7,8,,,0.17,0.83,,
1197.0,3432.0,1,0.92,4,False,7,9,10,,,0.09,0.91,,
1250.0,3124.0,1,0.92,5,False,9,11,12,,,0.09,0.91,,
1304.0,2844.0,1,0.92,6,False,11,13,,,,1.0,,,
1359.0,2589.0,1,0.92,7,False,13,14,15,,,0.54,0.46,,
1415.0,2357.0,1,0.92,8,False,14,16,17,,,0.0,1.0,,
1472.0,2145.0,1,0.92,9,False,16,,,,,,,,
1334.0,2370.0,1,1.0,9,False,17,18,19,,,0.39,0.61,,
1389.0,2157.0,1,0.92,10,False,18,20,21,,,0.22,0.78,,
1445.0,1963.0,1,0.92,11,False,20,,,,,,,,
1309.0,2169.0,1,1.0,11,False,21,22,,,,1.0,,,
1364.0,1974.0,1,0.92,12,False,22,23,24,,,0.49,0.51,,
1420.0,1797.0,1,0.92,13,False,23,25,26,,,0.53,0.47,,
1477.0,1636.0,1,0.92,14,False,25,,,,,,,,
1338.0,1807.0,1,1.0,14,False,26,27,,,,1.0,,,
1393.0,1645.0,1,0.92,15,False,27,28,,,,1.0,,,
1449.0,1497.0,1,0.92,16,False,28,,,,,,,,
1286.0,1985.0,1,1.0,13,False,24,29,30,,,0.61,0.39,,
1340.0,1807.0,1,0.92,14,False,29,31,32,,,0.14,0.86,,
1395.0,1645.0,1,0.92,15,False,31,33,34,,,0.42,0.58,,
1451.0,1497.0,1,0.92,16,False,33,,,,,,,,
1314.0,1654.0,1,1.0,16,False,34,35,36,,,0.82,0.18,,
1368.0,1506.0,1,0.92,17,False,35,37,,,,1.0,,,
1423.0,1371.0,1,0.92,18,False,37,38,39,,,0.73,0.27,,
1479.0,1248.0,1,0.92,19,False,38,,,,,,,,
1340.0,1379.0,1,1.0,19,False,39,40,,,,1.0,,,
1394.0,1255.0,1,0.92,20,False,40,41,,,,1.0,,,
1449.0,1142.0,1,0.92,21,False,41,,,,,,,,
1239.0,1663.0,1,1.0,17,False,36,42,,,,1.0,,,
1291.0,1514.0,1,0.92,18,False,42,43,,,,1.0,,,
1344.0,1378.0,1,0.92,19,False,43,44,,,,1.0,,,
1398.0,1254.0,1,0.92,20,False,44,45,46,,,0.71,0.29,,
1454.0,1141.0,1,0.92,21,False,45,,,,,,,,
1317.0,1261.0,1,1.0,21,True,46,,,,,,,,
1264.0,1817.0,1,1.0,15,False,32,47,,,,1.0,,,
1317.0,1654.0,1,0.92,16,False,47,48,,,,1.0,,,
1371.0,1506.0,1,0.92,17,False,48,49,,,,1.0,,,
1426.0,1371.0,1,0.92,18,False,49,,,,,,,,
1214.0,1996.0,1,1.0,14,False,30,50,,,,1.0,,,
1266.0,1817.0,1,0.92,15,False,50,51,52,,,0.91,0.09,,
1319.0,1654.0,1,0.92,16,False,51,53,,,,1.0,,,
1373.0,1506.0,1,0.92,17,False,53,54,55,,,0.65,0.35,,
1428.0,1371.0,1,0.92,18,False,54,,,,,,,,
1294.0,1514.0,1,1.0,18,False,55,56,57,,,0.53,0.47,,
1347.0,1378.0,1,0.92,19,False,56,58,,,,1.0,,,
1402.0,1254.0,1,0.92,20,False,58,59,,,,1.0,,,
1458.0,1141.0,1,0.92,21,False,59,,,,,,,,
1221.0,1522.0,1,1.0,19,False,57,60,61,,,0.18,0.82,,
1273.0,1385.0,1,0.92,20,False,60,62,,,,1.0,,,
1326.0,1261.0,1,0.92,21,True,62,,,,,,,,
1153.0,1530.0,1,1.0,20,False,61,63,64,,,0.49,0.51,,
1203.0,1393.0,1,0.92,21,True,63,,,,,,,,
1090.0,1538.0,1,1.0,21,True,64,,,,,,,,
1195.0,1827.0,1,1.0,16,False,52,65,,,,1.0,,,
1246.0,1663.0,1,0.92,17,False,65,66,67,,,0.52,0.48,,
1298.0,1514.0,1,0.92,18,False,66,68,,,,1.0,,,
1352.0,1378.0,1,0.92,19,False,68,69,70,,,0.42,0.58,,
1407.0,1254.0,1,0.92,20,False,69,71,,,,1.0,,,
1463.0,1141.0,1,0.92,21,False,71,,,,,,,,
1274.0,1386.0,1,1.0,20,False,70,72,,,,1.0,,,
1327.0,1262.0,1,0.92,21,True,72,,,,,,,,
1176.0,1672.0,1,1.0,18,False,67,73,74,,,0.46,0.54,,
1227.0,1522.0,1,0.92,19,False,73,75,,,,1.0,,,
1279.0,1385.0,1,0.92,20,False,75,76,,,,1.0,,,
1332.0,1261.0,1,0.92,21,True,76,,,,,,,,
1111.0,1681.0,1,1.0,19,False,74,77,,,,1.0,,,
1160.0,1530.0,1,0.92,20,False,77,78,,,,1.0,,,
1210.0,1393.0,1,0.92,21,True,78,,,,,,,,
1259.0,2383.0,1,1.0,10,False,19,79,,,,1.0,,,
1312.0,2169.0,1,0.92,11,False,79,80,81,,,0.54,0.46,,
1367.0,1974.0,1,0.92,12,False,80,82,83,,,0.85,0.15,,
1423.0,1797.0,1,0.92,13,False,82,84,,,,1.0,,,
1480.0,1636.0,1,0.92,14,False,84,,,,,,,,
1289.0,1985.0,1,1.0,13,False,83,85,,,,1.0,,,
1343.0,1807.0,1,0.92,14,False,85,86,,,,1.0,,,
1398.0,1645.0,1,0.92,15,False,86,87,,,,1.0,,,
1454.0,1497.0,1,0.92,16,False,87,,,,,,,,
1238.0,2181.0,1,1.0,12,False,81,88,,,,1.0,,,
1291.0,1985.0,1,0.92,13,False,88,89,90,,,0.35,0.65,,
1345.0,1807.0,1,0.92,14,False,89,91,,,,1.0,,,
1400.0,1645.0,1,0.92,15,False,91,92,,,,1.0,,,
1456.0,1497.0,1,0.92,16,False,92,,,,,,,,
1218.0,1996.0,1,1.0,14,False,90,93,,,,1.0,,,
1270.0,1817.0,1,0.92,15,False,93,94,,,,1.0,,,
1323.0,1654.0,1,0.92,16,False,94,95,,,,1.0,,,
1377.0,1506.0,1,0.92,17,False,95,96,,,,1.0,,,
1432.0,1371.0,1,0.92,18,False,96,,,,,,,,
1282.0,2603.0,1,1.0,8,False,15,97,98,,,0.76,0.24,,
1336.0,2369.0,1,0.92,9,False,97,99,100,,,0.83,0.17,,
1391.0,2156.0,1,0.92,10,False,99,101,,,,1.0,,,
1447.0,1962.0,1,0.92,11,False,101,,,,,,,,
1261.0,2382.0,1,1.0,10,False,100,102,,,,1.0,,,
1314.0,2168.0,1,0.92,11,False,102,103,,,,1.0,,,
1369.0,1973.0,1,0.92,12,False,103,104,105,,,0.49,0.51,,
1425.0,1796.0,1,0.92,13,False,104,106,107,,,0.86,0.14,,
1482.0,1635.0,1,0.92,14,False,106,,,,,,,,
1342.0,1806.0,1,1.0,14,False,107,108,,,,1.0,,,
1397.0,1644.0,1,0.92,15,False,108,109,,,,1.0,,,
1453.0,1496.0,1,0.92,16,False,109,,,,,,,,
1291.0,1984.0,1,1.0,13,False,105,110,,,,1.0,,,
1345.0,1806.0,1,0.92,14,False,110,111,,,,1.0,,,
1400.0,1644.0,1,0.92,15,False,111,112,113,,,0.59,0.41,,
1456.0,1496.0,1,0.92,16,False,112,,,,,,,,
1319.0,1653.0,1,1.0,16,False,113,114,,,,1.0,,,
1373.0,1505.0,1,0.92,17,False,114,115,,,,1.0,,,
1428.0,1370.0,1,0.92,18,False,115,,,,,,,,
1211.0,2617.0,1,1.0,9,False,98,116,,,,1.0,,,
1263.0,2382.0,1,0.92,10,False,116,117,,,,1.0,,,
1317.0,2168.0,1,0.92,11,False,117,118,,,,1.0,,,
1372.0,1973.0,1,0.92,12,False,118,119,,,,1.0,,,
1428.0,1796.0,1,0.92,13,False,119,,,,,,,,
1181.0,3141.0,1,1.0,6,False,12,120,121,,,0.27,0.73,,
1233.0,2859.0,1,0.92,7,False,120,122,123,,,0.17,0.83,,
1286.0,2602.0,1,0.92,8,False,122,124,,,,1.0,,,
1340.0,2368.0,1,0.92,9,False,124,125,126,,,0.33,0.67,,
1395.0,2155.0,1,0.92,10,False,125,127,,,,1.0,,,
1452.0,1962.0,1,0.92,11,False,127,,,,,,,,
1264.0,2381.0,1,1.0,10,False,126,128,,,,1.0,,,
1318.0,2167.0,1,0.92,11,False,128,129,130,,,0.67,0.33,,
1373.0,1972.0,1,0.92,12,False,129,131,132,,,0.49,0.51,,
1429.0,1795.0,1,0.92,13,False,131,,,,,,,,
1294.0,1983.0,1,1.0,13,False,132,133,,,,1.0,,,
1348.0,1805.0,1,0.92,14,False,133,134,135,,,0.5,0.5,,
1403.0,1643.0,1,0.92,15,False,134,136,,,,1.0,,,
1459.0,1496.0,1,0.92,16,False,136,,,,,,,,
1271.0,1815.0,1,1.0,15,False,135,137,,,,1.0,,,
1324.0,1652.0,1,0.92,16,False,137,138,139,,,0.42,0.58,,
1378.0,1504.0,1,0.92,17,False,138,140,141,,,0.36,0.64,,
1433.0,1369.0,1,0.92,18,False,140,,,,,,,,
1299.0,1512.0,1,1.0,18,False,141,142,143,,,0.44,0.56,,
1353.0,1376.0,1,0.92,19,False,142,144,145,,,0.77,0.23,,
1408.0,1252.0,1,0.92,20,False,144,146,,,,1.0,,,
1464.0,1140.0,1,0.92,21,False,146,,,,,,,,
1275.0,1384.0,1,1.0,20,False,145,147,148,,,0.33,0.67,,
1328.0,1260.0,1,0.92,21,True,147,,,,,,,,
1203.0,1392.0,1,1.0,21,True,148,,,,,,,,
1225.0,1520.0,1,1.0,19,False,143,149,150,,,0.75,0.25,,
1277.0,1384.0,1,0.92,20,False,149,151,152,,,0.65,0.35,,
1330.0,1260.0,1,0.92,21,True,151,,,,,,,,
1205.0,1392.0,1,1.0,21,True,152,,,,,,,,
1157.0,1528.0,1,1.0,20,False,150,153,,,,1.0,,,
1207.0,1391.0,1,0.92,21,True,153,,,,,,,,
1249.0,1661.0,1,1.0,17,False,139,154,155,,,0.37,0.63,,
1302.0,1512.0,1,0.92,18,False,154,156,157,,,0.4,0.6,,
1356.0,1376.0,1,0.92,19,False,156,158,159,,,0.46,0.54,,
1411.0,1252.0,1,0.92,20,False,158,160,,,,1.0,,,
1467.0,1140.0,1,0.92,21,False,160,,,,,,,,
1278.0,1384.0,1,1.0,20,False,159,161,,,,1.0,,,
1331.0,1260.0,1,0.92,21,True,161,,,,,,,,
1228.0,1520.0,1,1.0,19,False,157,162,,,,1.0,,,
1280.0,1384.0,1,0.92,20,False,162,163,,,,1.0,,,
1333.0,1260.0,1,0.92,21,True,163,,,,,,,,
1179.0,1670.0,1,1.0,18,False,155,164,,,,1.0,,,
1230.0,1520.0,1,0.92,19,False,164,165,166,,,0.02,0.98,,
1282.0,1384.0,1,0.92,20,False,165,167,,,,1.0,,,
1335.0,1260.0,1,0.92,21,True,167,,,,,,,,
1161.0,1528.0,1,1.0,20,False,166,168,,,,1.0,,,
1211.0,1391.0,1,0.92,21,True,168,,,,,,,,
1244.0,2179.0,1,1.0,12,False,130,169,170,,,0.87,0.13,,
1297.0,1983.0,1,0.92,13,False,169,171,,,,1.0,,,
1351.0,1805.0,1,0.92,14,False,171,172,,,,1.0,,,
1406.0,1643.0,1,0.92,15,False,172,173,174,,,0.66,0.34,,
1462.0,1496.0,1,0.92,16,False,173,,,,,,,,
1325.0,1652.0,1,1.0,16,False,174,175,,,,1.0,,,
1379.0,1504.0,1,0.92,17,False,175,176,,,,1.0,,,
1434.0,1369.0,1,0.92,18,False,176,,,,,,,,
1175.0,2191.0,1,1.0,13,False,170,177,178,,,0.38,0.62,,
1226.0,1994.0,1,0.92,14,False,177,179,180,,,0.27,0.73,,
1278.0,1815.0,1,0.92,15,False,179,181,,,,1.0,,,
1331.0,1652.0,1,0.92,16,False,181,182,183,,,0.56,0.44,,
1385.0,1504.0,1,0.92,17,False,182,184,185,,,0.32,0.68,,
1441.0,1369.0,1,0.92,18,False,184,,,,,,,,
1305.0,1512.0,1,1.0,18,False,185,186,,,,1.0,,,
1359.0,1376.0,1,0.92,19,False,186,187,,,,1.0,,,
1414.0,1252.0,1,0.92,20,False,187,188,,,,1.0,,,
1470.0,1140.0,1,0.92,21,False,188,,,,,,,,
1255.0,1661.0,1,1.0,17,False,183,189,,,,1.0,,,
1308.0,1512.0,1,0.92,18,False,189,190,,,,1.0,,,
1362.0,1376.0,1,0.92,19,False,190,191,,,,1.0,,,
1417.0,1252.0,1,0.92,20,False,191,192,193,,,0.68,0.32,,
1473.0,1140.0,1,0.92,21,False,192,,,,,,,,
1334.0,1259.0,1,1.0,21,True,193,,,,,,,,
1158.0,2005.0,1,1.0,15,False,180,194,,,,1.0,,,
1208.0,1825.0,1,0.92,16,False,194,195,196,,,0.87,0.13,,
1260.0,1661.0,1,0.92,17,False,195,197,198,,,0.72,0.28,,
1313.0,1512.0,1,0.92,18,False,197,199,,,,1.0,,,
1367.0,1376.0,1,0.92,19,False,199,200,,,,1.0,,,
1422.0,1252.0,1,0.92,20,False,200,201,202,,,0.54,0.46,,
1478.0,1140.0,1,0.92,21,False,201,,,,,,,,
1339.0,1259.0,1,1.0,21,True,202,,,,,,,,
1189.0,1670.0,1,1.0,18,False,198,203,204,,,0.58,0.42,,
1240.0,1520.0,1,0.92,19,False,203,205,,,,1.0,,,
1292.0,1384.0,1,0.92,20,False,205,206,207,,,0.63,0.37,,
1345.0,1260.0,1,0.92,21,True,206,,,,,,,,
1219.0,1392.0,1,1.0,21,True,207,,,,,,,,
1123.0,1679.0,1,1.0,19,False,204,208,209,,,0.96,0.04,,
1172.0,1528.0,1,0.92,20,False,208,210,,,,1.0,,,
1222.0,1391.0,1,0.92,21,True,210,,,,,,,,
1062.0,1688.0,1,1.0,20,False,209,211,212,,,0.15,0.85,,
1109.0,1536.0,1,0.92,21,True,211,,,,,,,,
1005.0,1697.0,1,1.0,21,True,212,,,,,,,,
1141.0,1835.0,1,1.0,17,False,196,213,214,,,0.62,0.38,,
1191.0,1670.0,1,0.92,18,False,213,215,216,,,0.28,0.72,,
1242.0,1520.0,1,0.92,19,False,215,217,218,,,0.31,0.69,,
1294.0,1384.0,1,0.92,20,False,217,219,,,,1.0,,,
1347.0,1260.0,1,0.92,21,True,219,,,,,,,,
1172.0,1528.0,1,1.0,20,False,218,210,220,,,0.39,0.61,,
1222.0,1391.0,1,0.92,21,True,210,,,,,,,,
1107.0,1536.0,1,1.0,21,True,220,,,,,,,,
1125.0,1679.0,1,1.0,19,False,216,221,,,,1.0,,,
1174.0,1528.0,1,0.92,20,False,221,222,,,,1.0,,,
1224.0,1391.0,1,0.92,21,True,222,,,,,,,,
1079.0,1845.0,1,1.0,18,False,214,223,224,,,0.5,0.5,,
1127.0,1679.0,1,0.92,19,False,223,225,,,,1.0,,,
1176.0,1528.0,1,0.92,20,False,225,226,227,,,0.49,0.51,,
1226.0,1391.0,1,0.92,21,True,226,,,,,,,,
