V1,V2,V3,V4,V5,V6,state,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
1000.0,5000.0,0,0.0,0,False,0,1,2,,,0.33,0.67,,
1047.0,4551.0,1,0.92,1,False,1,3,4,,,0.68,0.32,,
1096.0,4142.0,1,0.92,2,False,3,5,,,,1.0,,,
1146.0,3770.0,1,0.92,3,False,5,6,7,,,0.22,0.78,,
1197.0,3432.0,1,0.92,4,False,6,8,,,,1.0,,,
1250.0,3124.0,1,0.92,5,False,8,9,10,,,0.09,0.91,,
1304.0,2844.0,1,0.92,6,False,9,11,12,,,0.3,0.7,,
1359.0,2589.0,1,0.92,7,False,11,13,,,,1.0,,,
1415.0,2357.0,1,0.92,8,False,13,14,15,,,0.37,0.63,,
1472.0,2145.0,1,0.92,9,False,14,,,,,,,,
1334.0,2370.0,1,1.0,9,False,15,16,17,,,0.32,0.68,,
1389.0,2157.0,1,0.92,10,False,16,18,,,,1.0,,,
1445.0,1963.0,1,0.92,11,False,18,,,,,,,,
1259.0,2383.0,1,1.0,10,False,17,19,20,,,0.02,0.98,,
1312.0,2169.0,1,0.92,11,True,19,,,,,,,,
1189.0,2396.0,1,1.0,11,True,20,,,,,,,,
1231.0,2860.0,1,1.0,7,False,12,21,22,,,0.61,0.39,,
1284.0,2603.0,1,0.92,8,False,21,23,24,,,0.67,0.33,,
1338.0,2369.0,1,0.92,9,False,23,25,26,,,0.63,0.37,,
1393.0,2156.0,1,0.92,10,False,25,27,28,,,0.45,0.55,,
1449.0,1962.0,1,0.92,11,False,27,,,,,,,,
1313.0,2168.0,1,1.0,11,True,28,,,,,,,,
1262.0,2382.0,1,1.0,10,False,26,29,30,,,0.18,0.82,,
1316.0,2168.0,1,0.92,11,True,29,,,,,,,,
1192.0,2395.0,1,1.0,11,True,30,,,,,,,,
1212.0,2617.0,1,1.0,9,False,24,31,,,,1.0,,,
1264.0,2382.0,1,0.92,10,False,31,32,33,,,0.92,0.08,,
1318.0,2168.0,1,0.92,11,True,32,,,,,,,,
1194.0,2395.0,1,1.0,11,True,33,,,,,,,,
1163.0,2876.0,1,1.0,8,False,22,34,35,,,0.38,0.62,,
1214.0,2618.0,1,0.92,9,False,34,36,,,,1.0,,,
1266.0,2383.0,1,0.92,10,False,36,37,38,,,0.62,0.38,,
1320.0,2169.0,1,0.92,11,True,37,,,,,,,,
1196.0,2396.0,1,1.0,11,True,38,,,,,,,,
1100.0,2892.0,1,1.0,9,False,35,39,40,,,0.59,0.41,,
1149.0,2632.0,1,0.92,10,False,39,41,42,,,0.42,0.58,,
1200.0,2396.0,1,0.92,11,True,41,,,,,,,,
1087.0,2647.0,1,1.0,11,True,42,,,,,,,,
1041.0,2908.0,1,1.0,10,False,40,43,,,,1.0,,,
1088.0,2647.0,1,0.92,11,True,43,,,,,,,,
1181.0,3141.0,1,1.0,6,False,10,44,45,,,0.42,0.58,,
1233.0,2859.0,1,0.92,7,False,44,46,47,,,0.57,0.43,,
1286.0,2602.0,1,0.92,8,False,46,48,,,,1.0,,,
1340.0,2368.0,1,0.92,9,False,48,49,,,,1.0,,,
1395.0,2155.0,1,0.92,10,False,49,50,51,,,0.53,0.47,,
1452.0,1962.0,1,0.92,11,False,50,,,,,,,,
1315.0,2167.0,1,1.0,11,True,51,,,,,,,,
1165.0,2875.0,1,1.0,8,False,47,52,53,,,0.02,0.98,,
1216.0,2617.0,1,0.92,9,False,52,54,,,,1.0,,,
1268.0,2382.0,1,0.92,10,False,54,55,,,,1.0,,,
1322.0,2168.0,1,0.92,11,True,55,,,,,,,,
1102.0,2891.0,1,1.0,9,False,53,56,,,,1.0,,,
1151.0,2631.0,1,0.92,10,False,56,57,,,,1.0,,,
1202.0,2395.0,1,0.92,11,True,57,,,,,,,,
1117.0,3158.0,1,1.0,7,False,45,58,59,,,0.46,0.54,,
1167.0,2875.0,1,0.92,8,False,58,60,,,,1.0,,,
1218.0,2617.0,1,0.92,9,False,60,61,62,,,0.49,0.51,,
1271.0,2382.0,1,0.92,10,False,61,63,,,,1.0,,,
1325.0,2168.0,1,0.92,11,True,63,,,,,,,,
1151.0,2631.0,1,1.0,10,False,62,57,64,,,0.37,0.63,,
1202.0,2395.0,1,0.92,11,True,57,,,,,,,,
1089.0,2646.0,1,1.0,11,True,64,,,,,,,,
1057.0,3175.0,1,1.0,8,False,59,65,66,,,0.41,0.59,,
1105.0,2890.0,1,0.92,9,False,65,67,68,,,0.5,0.5,,
1154.0,2631.0,1,0.92,10,False,67,69,70,,,0.74,0.26,,
1205.0,2395.0,1,0.92,11,True,69,,,,,,,,
1091.0,2646.0,1,1.0,11,True,70,,,,,,,,
1046.0,2906.0,1,1.0,10,False,68,71,72,,,0.3,0.7,,
1094.0,2645.0,1,0.92,11,True,71,,,,,,,,
991.0,2922.0,1,1.0,11,True,72,,,,,,,,
1001.0,3193.0,1,1.0,9,False,66,73,,,,1.0,,,
1047.0,2906.0,1,0.92,10,False,73,74,,,,1.0,,,
1095.0,2645.0,1,0.92,11,True,74,,,,,,,,
1085.0,3791.0,1,1.0,4,False,7,75,76,,,0.26,0.74,,
1134.0,3451.0,1,0.92,5,False,75,77,,,,1.0,,,
1185.0,3141.0,1,0.92,6,False,77,78,79,,,0.55,0.45,,
1237.0,2859.0,1,0.92,7,False,78,80,,,,1.0,,,
1290.0,2602.0,1,0.92,8,False,80,81,,,,1.0,,,
1344.0,2368.0,1,0.92,9,False,81,82,,,,1.0,,,
1400.0,2155.0,1,0.92,10,False,82,83,84,,,0.83,0.17,,
1457.0,1962.0,1,0.92,11,False,83,,,,,,,,
1320.0,2167.0,1,1.0,11,True,84,,,,,,,,
1121.0,3158.0,1,1.0,7,False,79,85,86,,,0.27,0.73,,
1171.0,2875.0,1,0.92,8,False,85,87,,,,1.0,,,
1222.0,2617.0,1,0.92,9,False,87,88,89,,,0.59,0.41,,
1275.0,2382.0,1,0.92,10,False,88,90,,,,1.0,,,
1329.0,2168.0,1,0.92,11,True,90,,,,,,,,
1155.0,2631.0,1,1.0,10,False,89,91,92,,,0.35,0.65,,
1206.0,2395.0,1,0.92,11,True,91,,,,,,,,
1092.0,2646.0,1,1.0,11,True,92,,,,,,,,
1061.0,3175.0,1,1.0,8,False,86,93,,,,1.0,,,
1109.0,2890.0,1,0.92,9,False,93,94,,,,1.0,,,
1159.0,2631.0,1,0.92,10,False,94,95,96,,,0.3,0.7,,
1210.0,2395.0,1,0.92,11,True,95,,,,,,,,
1096.0,2646.0,1,1.0,11,True,96,,,,,,,,
1028.0,3812.0,1,1.0,5,False,76,97,98,,,0.45,0.55,,
1076.0,3470.0,1,0.92,6,False,97,99,,,,1.0,,,
1125.0,3158.0,1,0.92,7,False,99,100,,,,1.0,,,
1175.0,2875.0,1,0.92,8,False,100,101,,,,1.0,,,
1227.0,2617.0,1,0.92,9,False,101,102,103,,,0.83,0.17,,
1280.0,2382.0,1,0.92,10,False,102,104,,,,1.0,,,
1334.0,2168.0,1,0.92,11,True,104,,,,,,,,
1159.0,2631.0,1,1.0,10,False,103,95,96,,,0.65,0.35,,
1210.0,2395.0,1,0.92,11,True,95,,,,,,,,
1096.0,2646.0,1,1.0,11,True,96,,,,,,,,
974.0,3833.0,1,1.0,6,False,98,105,,,,1.0,,,
1020.0,3489.0,1,0.92,7,False,105,106,107,,,0.93,0.07,,
1067.0,3176.0,1,0.92,8,False,106,108,109,,,0.8,0.2,,
1115.0,2891.0,1,0.92,9,False,108,110,111,,,0.48,0.52,,
1165.0,2631.0,1,0.92,10,False,110,112,113,,,0.54,0.46,,
1216.0,2395.0,1,0.92,11,True,112,,,,,,,,
1102.0,2646.0,1,1.0,11,True,113,,,,,,,,
1055.0,2907.0,1,1.0,10,False,111,114,115,,,0.87,0.13,,
1103.0,2646.0,1,0.92,11,True,114,,,,,,,,
999.0,2923.0,1,1.0,11,True,115,,,,,,,,
1011.0,3194.0,1,1.0,9,False,109,116,,,,1.0,,,
1058.0,2907.0,1,0.92,10,False,116,117,118,,,0.88,0.12,,
1106.0,2646.0,1,0.92,11,True,117,,,,,,,,
1002.0,2923.0,1,1.0,11,True,118,,,,,,,,
967.0,3508.0,1,1.0,8,False,107,119,120,,,0.1,0.9,,
