V1,V2,V3,V4,V5,V6,state,Next_State_1,Next_State_2,Next_State_3,Next_State_4,Prob_1,Prob_2,Prob_3,Prob_4
1000.0,5000.0,0,0.0,0,False,0,1,2,,,0.67,0.33,,
1047.0,4551.0,1,0.92,1,False,1,3,,,,1.0,,,
1096.0,4142.0,1,0.92,2,False,3,,,,,,,,
948.0,5028.0,1,1.0,1,False,2,4,5,,,0.7,0.3,,
993.0,4577.0,1,0.92,2,False,4,6,7,,,0.6,0.4,,
1040.0,4166.0,1,0.92,3,False,6,8,9,,,0.42,0.58,,
1088.0,3792.0,1,0.92,4,False,8,10,,,,1.0,,,
1138.0,3452.0,1,0.82,5,False,10,,,,,,,,
986.0,4189.0,1,1.0,4,False,9,11,,,,1.0,,,
1032.0,3813.0,1,0.92,5,False,11,12,,,,1.0,,,
1080.0,3471.0,1,0.92,6,False,12,13,,,,1.0,,,
1129.0,3159.0,1,0.9,7,False,13,,,,,,,,
942.0,4602.0,1,1.0,3,False,7,14,15,,,0.71,0.29,,
987.0,4189.0,1,0.92,4,False,14,16,,,,1.0,,,
1033.0,3813.0,1,0.92,5,False,16,17,18,,,0.57,0.43,,
1081.0,3471.0,1,0.92,6,False,17,19,20,,,0.32,0.68,,
1130.0,3159.0,1,0.89,7,False,19,,,,,,,,
1024.0,3490.0,1,0.99,7,False,20,21,22,,,0.4,0.6,,
1071.0,3177.0,1,0.92,8,False,21,23,,,,1.0,,,
1120.0,2892.0,1,0.92,9,False,23,,,,,,,,
971.0,3509.0,1,1.0,8,False,22,24,,,,1.0,,,
1016.0,3194.0,1,0.92,9,False,24,25,26,,,0.02,0.98,,
1063.0,2907.0,1,0.92,10,False,25,27,28,,,0.53,0.47,,
1111.0,2646.0,1,0.92,11,False,27,,,,,,,,
1007.0,2923.0,1,1.0,11,False,28,29,,,,1.0,,,
1053.0,2661.0,1,0.92,12,False,29,30,31,,,0.63,0.37,,
1101.0,2422.0,1,0.92,13,False,30,,,,,,,,
997.0,2676.0,1,1.0,13,False,31,32,,,,1.0,,,
1043.0,2436.0,1,0.92,14,False,32,33,,,,1.0,,,
1090.0,2217.0,1,0.92,15,False,33,34,35,,,0.76,0.24,,
1139.0,2018.0,1,0.81,16,False,34,,,,,,,,
1032.0,2229.0,1,0.91,16,True,35,,,,,,,,
963.0,3212.0,1,1.0,10,False,26,36,,,,1.0,,,
1008.0,2924.0,1,0.92,11,False,36,37,38,,,0.76,0.24,,
1054.0,2662.0,1,0.92,12,False,37,39,40,,,0.04,0.96,,
1102.0,2423.0,1,0.92,13,False,39,,,,,,,,
998.0,2677.0,1,1.0,13,False,40,41,,,,1.0,,,
1044.0,2437.0,1,0.92,14,False,41,42,,,,1.0,,,
1091.0,2218.0,1,0.92,15,False,42,43,,,,1.0,,,
1140.0,2019.0,1,0.8,16,False,43,,,,,,,,
955.0,2940.0,1,1.0,12,False,38,44,45,,,0.93,0.07,,
1000.0,2676.0,1,0.92,13,False,44,46,47,,,0.08,0.92,,
1046.0,2436.0,1,0.92,14,False,46,48,49,,,0.42,0.58,,
1093.0,2217.0,1,0.92,15,False,48,,,,,,,,
991.0,2449.0,1,1.0,15,False,49,50,,,,1.0,,,
1037.0,2229.0,1,0.92,16,True,50,,,,,,,,
948.0,2691.0,1,1.0,14,False,47,51,52,,,0.84,0.16,,
992.0,2449.0,1,0.92,15,False,51,53,54,,,0.63,0.37,,
1038.0,2229.0,1,0.92,16,True,53,,,,,,,,
940.0,2463.0,1,1.0,16,True,54,,,,,,,,
899.0,2706.0,1,1.0,15,False,52,55,56,,,0.51,0.49,,
942.0,2463.0,1,0.92,16,True,55,,,,,,,,
853.0,2721.0,1,1.0,16,True,56,,,,,,,,
906.0,2956.0,1,1.0,13,False,45,57,58,,,0.47,0.53,,
949.0,2691.0,1,0.92,14,False,57,59,60,,,0.41,0.59,,
993.0,2449.0,1,0.92,15,False,59,61,62,,,0.36,0.64,,
1039.0,2229.0,1,0.92,16,True,61,,,,,,,,
941.0,2463.0,1,1.0,16,True,62,,,,,,,,
900.0,2706.0,1,1.0,15,False,60,63,,,,1.0,,,
943.0,2463.0,1,0.92,16,True,63,,,,,,,,
860.0,2972.0,1,1.0,14,False,58,64,,,,1.0,,,
902.0,2705.0,1,0.92,15,False,64,65,,,,1.0,,,
945.0,2462.0,1,0.92,16,True,65,,,,,,,,
979.0,3834.0,1,1.0,6,False,18,66,67,,,0.39,0.61,,
1025.0,3490.0,1,0.92,7,False,66,68,,,,1.0,,,
1072.0,3177.0,1,0.92,8,False,68,69,70,,,0.83,0.17,,
1121.0,2892.0,1,0.92,9,False,69,,,,,,,,
1015.0,3195.0,1,1.0,9,False,70,71,,,,1.0,,,
1062.0,2908.0,1,0.92,10,False,71,72,,,,1.0,,,
1110.0,2647.0,1,0.92,11,False,72,,,,,,,,
929.0,3855.0,1,1.0,7,False,67,73,,,,1.0,,,
973.0,3509.0,1,0.92,8,False,73,74,,,,1.0,,,
1019.0,3194.0,1,0.92,9,False,74,75,,,,1.0,,,
1066.0,2907.0,1,0.92,10,False,75,76,,,,1.0,,,
1114.0,2646.0,1,0.92,11,False,76,,,,,,,,
894.0,4627.0,1,1.0,4,False,15,77,,,,1.0,,,
937.0,4212.0,1,0.92,5,False,77,78,79,,,0.96,0.04,,
982.0,3834.0,1,0.92,6,False,78,80,,,,1.0,,,
1028.0,3490.0,1,0.92,7,False,80,81,,,,1.0,,,
1075.0,3177.0,1,0.92,8,False,81,82,83,,,0.56,0.44,,
1124.0,2892.0,1,0.92,9,False,82,,,,,,,,
1018.0,3195.0,1,1.0,9,False,83,84,,,,1.0,,,
1065.0,2908.0,1,0.92,10,False,84,85,,,,1.0,,,
1113.0,2647.0,1,0.92,11,False,85,,,,,,,,
889.0,4235.0,1,1.0,6,False,79,86,87,,,0.5,0.5,,
932.0,3855.0,1,0.92,7,False,86,88,89,,,0.7,0.3,,
976.0,3509.0,1,0.92,8,False,88,90,,,,1.0,,,
1022.0,3194.0,1,0.92,9,False,90,91,,,,1.0,,,
1069.0,2907.0,1,0.92,10,False,91,92,,,,1.0,,,
1117.0,2646.0,1,0.92,11,False,92,,,,,,,,
884.0,3876.0,1,1.0,8,False,89,93,,,,1.0,,,
927.0,3528.0,1,0.92,9,False,93,94,95,,,0.46,0.54,,
971.0,3211.0,1,0.92,10,False,94,96,,,,1.0,,,
1016.0,2923.0,1,0.92,11,False,96,97,98,,,0.08,0.92,,
1063.0,2661.0,1,0.92,12,False,97,99,100,,,0.18,0.82,,
1111.0,2422.0,1,0.92,13,False,99,,,,,,,,
1007.0,2676.0,1,1.0,13,False,100,101,102,,,0.79,0.21,,
1053.0,2436.0,1,0.92,14,False,101,103,104,,,0.49,0.51,,
1101.0,2217.0,1,0.92,15,False,103,,,,,,,,
997.0,2449.0,1,1.0,15,False,104,105,106,,,0.16,0.84,,
1043.0,2229.0,1,0.92,16,True,105,,,,,,,,
945.0,2463.0,1,1.0,16,True,106,,,,,,,,
954.0,2691.0,1,1.0,14,False,102,107,,,,1.0,,,
999.0,2449.0,1,0.92,15,False,107,108,109,,,0.55,0.45,,
1045.0,2229.0,1,0.92,16,True,108,,,,,,,,
947.0,2463.0,1,1.0,16,True,109,,,,,,,,
963.0,2939.0,1,1.0,12,False,98,110,111,,,0.58,0.42,,
1008.0,2675.0,1,0.92,13,False,110,112,,,,1.0,,,
1054.0,2435.0,1,0.92,14,False,112,113,114,,,0.17,0.83,,
1102.0,2216.0,1,0.92,15,False,113,,,,,,,,
998.0,2448.0,1,1.0,15,False,114,115,116,,,0.06,0.94,,
1044.0,2228.0,1,0.92,16,True,115,,,,,,,,
946.0,2462.0,1,1.0,16,True,116,,,,,,,,
913.0,2955.0,1,1.0,13,False,111,117,,,,1.0,,,
956.0,2690.0,1,0.92,14,False,117,118,,,,1.0,,,
1001.0,2449.0,1,0.92,15,False,118,119,,,,1.0,,,
1047.0,2229.0,1,0.92,16,True,119,,,,,,,,
880.0,3548.0,1,1.0,10,False,95,120,,,,1.0,,,
922.0,3229.0,1,0.92,11,False,120,121,122,,,0.46,0.54,,
966.0,2939.0,1,0.92,12,False,121,123,,,,1.0,,,
1011.0,2675.0,1,0.92,13,False,123,124,125,,,0.16,0.84,,
1057.0,2435.0,1,0.92,14,False,124,126,,,,1.0,,,
1105.0,2216.0,1,0.92,15,False,126,,,,,,,,
958.0,2690.0,1,1.0,14,False,125,127,,,,1.0,,,
1003.0,2449.0,1,0.92,15,False,127,128,129,,,0.97,0.03,,
1049.0,2229.0,1,0.92,16,True,128,,,,,,,,
950.0,2463.0,1,1.0,16,True,129,,,,,,,,
875.0,3247.0,1,1.0,12,False,122,130,,,,1.0,,,
917.0,2956.0,1,0.92,13,False,130,131,132,,,0.64,0.36,,
960.0,2691.0,1,0.92,14,False,131,133,,,,1.0,,,
1005.0,2449.0,1,0.92,15,False,133,134,135,,,0.35,0.65,,
1051.0,2229.0,1,0.92,16,True,134,,,,,,,,
952.0,2463.0,1,1.0,16,True,135,,,,,,,,
870.0,2972.0,1,1.0,14,False,132,136,137,,,0.68,0.32,,
912.0,2705.0,1,0.92,15,False,136,138,139,,,0.85,0.15,,
955.0,2462.0,1,0.92,16,True,138,,,,,,,,
865.0,2720.0,1,1.0,16,True,139,,,,,,,,
826.0,2988.0,1,1.0,15,False,137,140,,,,1.0,,,
867.0,2720.0,1,0.92,16,True,140,,,,,,,,
844.0,4258.0,1,1.0,7,False,87,141,142,,,0.55,0.45,,
